ID,Company,Product,TypeName,Inches,ScreenResolution,Ram,OpSys,Weight,CPU,GPU,MemoryType,MemorySize,price
366,HP,15-AY023na (N3710/8GB/2TB/W10),Notebook,15.6,1049088,8,Windows 10,2.04,Intel Pentium,Intel HD Graphics, HDD,2000,inexpensive
367,Dell,Inspiron 5770,Notebook,17.3,2073600,8,Windows 10,2.8,Intel Core i5,AMD Radeon Graphics, SSD&HDD,1128,moderetly expensive
368,Lenovo,Legion Y520-15IKBN,Gaming,15.6,2073600,8,No OS,2.4,Intel Core i5,Nvidia GeForce Graphics, SSD&HDD,1128,ideal price
369,Dell,Inspiron 5567,Notebook,15.6,2073600,8,Windows 10,2.33,Intel Core i7,AMD Radeon Graphics, SSD,256,ideal price
370,HP,Elitebook 1040,Ultrabook,14,2073600,8,Windows 10,1.36,Intel Core i7,Intel HD Graphics, SSD,256,expinsive
371,Asus,ZenBook Flip,2 in 1 Convertible,15.6,2073600,12,Windows 10,2.26,Intel Core i7,Nvidia GeForce Graphics, SSD&HDD,2512,moderetly expensive
372,Acer,Aspire 3,Notebook,15.6,1049088,4,Windows 10,2.1,AMD A-Series,AMD Radeon Graphics, SSD,128,inexpensive
373,Asus,Rog Strix,Gaming,17.3,2073600,16,Windows 10,3.25,Other,AMD Radeon Graphics, SSD&HDD,1256,very expensive
374,Lenovo,IdeaPad 110-17ACL,Notebook,17.3,1440000,4,Windows 10,2.6,AMD A-Series,AMD Radeon Graphics, SSD,128,inexpensive
375,Dell,Inspiron 5379,2 in 1 Convertible,13.3,2073600,8,Windows 10,1.62,Intel Core i7,Intel UHD Graphics, SSD,256,ideal price
376,HP,15-bw003nv (A9-Series-9420/4GB/256GB/FHD/W10),Notebook,15.6,2073600,4,Windows 10,1.91,AMD A-Series,AMD Radeon Graphics, SSD,256,inexpensive
377,Lenovo,Yoga 11e,Netbook,11.6,1049088,4,Windows 10,1.59,Intel Celeron,Intel HD Graphics, SSD,128,ideal price
378,Dell,Inspiron 3552,Notebook,15.6,1049088,4,Windows 10,1.8,Intel Celeron,Intel HD Graphics, HDD,500,inexpensive
379,Asus,VivoBook E403NA,Notebook,14,1049088,4,Windows 10,1.5,Intel Celeron,Intel HD Graphics, Flash Storage,32,inexpensive
380,Acer,Aspire 7,Notebook,15.6,2073600,8,Linux,2.4,Intel Core i7,Nvidia GeForce Graphics, HDD,1000,ideal price
381,HP,Omen 17-w212nv,Gaming,17.3,2073600,8,Windows 10,3.35,Intel Core i7,Nvidia GeForce Graphics, SSD&HDD,1128,moderetly expensive
382,Lenovo,V310-15ISK (i3-6006U/4GB/128GB/FHD/No,Notebook,15.6,2073600,4,No OS,1.85,Intel Core i3,Intel HD Graphics, SSD,128,inexpensive
383,Asus,ROG Strix,Gaming,15.6,2073600,8,Windows 10,2.3,Intel Core i7,Nvidia GeForce Graphics, SSD&HDD,1128,expinsive
384,Lenovo,IdeaPad 720S-14IKB,Notebook,14,2073600,8,Windows 10,1.5,Intel Core i5,Nvidia GeForce Graphics, SSD,256,moderetly expensive
385,Asus,Zenbook Flip,Ultrabook,13.3,2073600,16,Windows 10,1.1,Intel Core i7,Intel HD Graphics, SSD,512,expinsive
386,Lenovo,Thinkpad X1,Ultrabook,14,3686400,8,Windows 10,1.13,Intel Core i7,Intel HD Graphics, SSD,512,very expensive
387,Lenovo,Ideapad 510S-13IKB,Notebook,13.3,2073600,4,Windows 10,1.5,Intel Core i3,Intel HD Graphics, SSD,128,ideal price
388,Dell,Precision 3510,Workstation,15.6,2073600,8,Windows 10,2.23,Intel Core i5,Other, HDD,500,moderetly expensive
389,Dell,Precision 5520,Workstation,15.6,2073600,8,Windows 10,2,Intel Core i7,Nvidia Quadro, SSD,256,very expensive
390,Lenovo,ThinkPad X1,2 in 1 Convertible,14,3686400,16,Windows 10,1.42,Intel Core i7,Intel HD Graphics, SSD,512,very expensive
391,Asus,Rog GL753VD-GC042T,Gaming,17.3,2073600,8,Windows 10,3,Intel Core i7,Nvidia GeForce Graphics, HDD,1000,moderetly expensive
392,Asus,Rog GL753VE-GC070T,Gaming,17.3,2073600,16,Windows 10,3,Intel Core i7,Nvidia GeForce Graphics, SSD&HDD,1256,expinsive
393,Acer,Aspire 5,Notebook,15.6,1049088,12,Windows 10,2.2,Intel Core i5,Nvidia GeForce Graphics, HDD,1000,ideal price
394,MSI,Leopard GP72M,Gaming,17.3,2073600,8,Windows 10,2.7,Intel Core i7,Nvidia GeForce Graphics, SSD,256,moderetly expensive
395,Dell,Inspiron 5567,Notebook,15.6,2073600,8,Linux,2.33,Intel Core i7,AMD Radeon Graphics, SSD,256,ideal price
396,HP,15-BW004nv (A9-9420/4GB/256GB/Radeon,Ultrabook,15.6,2073600,4,Windows 10,1.91,AMD A-Series,AMD Radeon Graphics, SSD,256,inexpensive
397,Lenovo,ThinkPad E580,Notebook,15.6,2073600,8,Windows 10,2.1,Intel Core i7,AMD Radeon Graphics, SSD,256,moderetly expensive
398,Lenovo,ThinkPad L470,Notebook,14,2073600,8,Windows 10,1.9,Intel Core i5,Intel HD Graphics, SSD,256,ideal price
399,Dell,Precision M5520,Workstation,15.6,8294400,8,Windows 10,1.78,Intel Core i7,Nvidia Quadro, SSD,256,very expensive
400,Lenovo,Thinkpad X1,Ultrabook,14,3686400,16,Windows 10,1.13,Intel Core i7,Intel HD Graphics, SSD,1000,very expensive
401,Lenovo,IdeaPad 320-15IAP,Notebook,15.6,1049088,4,Windows 10,2.2,Intel Celeron,Intel HD Graphics, HDD,1000,inexpensive
402,Asus,FX753VD-GC461T (i7-7700HQ/16GB/1TB,Gaming,17.3,2073600,16,Windows 10,2.9,Intel Core i7,Nvidia GeForce Graphics, SSD&HDD,1256,expinsive
403,Lenovo,ThinkPad E580,Notebook,15.6,2073600,8,Windows 10,2.1,Intel Core i5,AMD Radeon Graphics, SSD&HDD,1256,moderetly expensive
404,Acer,Aspire 7,Notebook,15.6,2073600,8,Linux,2.5,Intel Core i7,Nvidia GeForce Graphics, SSD,256,ideal price
405,MSI,GE73VR 7RF,Gaming,17.3,2073600,16,Windows 10,2.8,Intel Core i7,Nvidia GeForce Graphics, SSD&HDD,1256,very expensive
406,Asus,Zenbook 3,Ultrabook,14,2073600,8,Windows 10,1.1,Intel Core i7,Intel HD Graphics, SSD,512,expinsive
407,Toshiba,Portege Z30-C-16P,Ultrabook,13.3,2073600,16,Windows 10,1.2,Intel Core i7,Intel HD Graphics, SSD,512,expinsive
408,Dell,Latitude 7480,Ultrabook,14,2073600,8,Windows 10,1.36,Intel Core i7,Intel HD Graphics, SSD,512,expinsive
409,Lenovo,IdeaPad 320-15ISK,Notebook,15.6,2073600,4,Windows 10,2.2,Intel Core i3,Intel HD Graphics, HDD,500,inexpensive
410,Lenovo,Lenovo IdeaPad,Notebook,11.6,1049088,2,Windows 10,1.15,Intel Celeron,Intel HD Graphics, Flash Storage,32,inexpensive
411,Lenovo,ThinkPad P51,Workstation,15.6,2073600,8,Windows 10,2.67,Intel Core i7,Nvidia Quadro, SSD,512,expinsive
412,Lenovo,Thinkpad T470p,Ultrabook,14,3686400,8,Windows 10,1.7,Intel Core i7,Nvidia GeForce Graphics, SSD,512,expinsive
413,HP,15-BS028nv (i3-6006U/4GB/1TB/Radeon,Notebook,15.6,2073600,4,Windows 10,2.1,Intel Core i3,AMD Radeon Graphics, HDD,1000,inexpensive
414,Acer,Aspire R7,2 in 1 Convertible,13.3,2073600,8,Windows 10,1.6,Intel Core i7,Intel HD Graphics, SSD,256,ideal price
415,Asus,ZenBook Flip,2 in 1 Convertible,13.3,2073600,8,Windows 10,1.27,Intel Core i5,Intel HD Graphics, SSD,256,ideal price
416,Dell,Inspiron 3567,Notebook,15.6,2073600,4,Linux,2.3,Intel Core i5,AMD Radeon Graphics, SSD,256,ideal price
417,Dell,Latitude 3380,Notebook,13.3,1049088,4,Windows 10,1.65,Intel Core i3,Intel HD Graphics, SSD,128,ideal price
418,HP,EliteBook 1040,Ultrabook,14,2073600,8,Windows 10,1.43,Intel Core i7,Intel HD Graphics, SSD,256,moderetly expensive
419,Dell,Inspiron 3567,Notebook,15.6,1049088,8,Windows 10,2.14,Intel Core i5,Intel HD Graphics, HDD,1000,ideal price
420,Lenovo,ThinkPad E480,Ultrabook,14,2073600,8,Windows 10,1.75,Intel Core i7,AMD Radeon Graphics, SSD,256,moderetly expensive
421,Lenovo,Yoga 720-15IKB,2 in 1 Convertible,15.6,8294400,16,Windows 10,2,Intel Core i7,Nvidia GeForce Graphics, SSD,512,expinsive
422,Chuwi,LapBook 12.3,Notebook,12.3,4990464,6,Windows 10,1.4,Intel Celeron,Intel HD Graphics, Flash Storage,64,inexpensive
423,HP,ProBook 650,Notebook,15.6,2073600,8,Windows 10,2.31,Intel Core i7,Intel HD Graphics, SSD,256,moderetly expensive
424,Asus,X542UQ-DM117 (i3-7100U/8GB/1TB/GeForce,Notebook,15.6,2073600,8,Linux,2.3,Intel Core i3,Nvidia GeForce Graphics, HDD,1000,ideal price
425,Dell,Alienware 17,Gaming,17.3,3686400,16,Windows 10,4.42,Intel Core i7,Nvidia GeForce Graphics, SSD&HDD,1256,very expensive
426,Dell,Inspiron 7577,Gaming,15.6,2073600,8,Windows 10,2.62,Intel Core i7,Nvidia GeForce Graphics, SSD&HDD,1128,moderetly expensive
427,Dell,Inspiron 5570,Notebook,15.6,2073600,8,Windows 10,2.02,Intel Core i7,AMD Radeon Graphics, SSD HDD,2256,moderetly expensive
428,Dell,Latitude 5480,Ultrabook,14,2073600,8,Linux,1.6,Intel Core i7,Intel HD Graphics, SSD,256,moderetly expensive
429,HP,Omen 17-w207nv,Gaming,17.3,2073600,12,Windows 10,3.35,Intel Core i7,Nvidia GeForce Graphics, SSD&HDD,1256,expinsive
430,Mediacom,FlexBook Edge,2 in 1 Convertible,11.6,2073600,4,Windows 10,1.16,Intel Celeron,Intel HD Graphics, SSD,32,inexpensive
431,Samsung,Chromebook 3,Netbook,11.6,1049088,4,Chrome OS,1.15,Intel Celeron,Intel HD Graphics, Flash Storage,16,inexpensive
432,Lenovo,Thinkpad 13,Notebook,13.3,2073600,8,Windows 10,1.4,Intel Core i7,Intel HD Graphics, SSD,256,moderetly expensive
433,Lenovo,IdeaPad 320s-14IKB,Notebook,14,2073600,4,Windows 10,1.7,Intel Core i3,Intel HD Graphics, SSD,128,ideal price
434,Lenovo,Thinkpad T570,Workstation,15.6,8294400,16,Windows 10,2.3,Intel Core i7,Nvidia GeForce Graphics, SSD,512,very expensive
435,Lenovo,Thinkpad P51,Notebook,15.6,2073600,16,Windows 10,2.5,Intel Core i7,Nvidia Quadro, SSD,512,very expensive
436,Asus,Rog Strix,Gaming,17.3,2073600,8,Windows 10,3.2,Other,AMD Radeon Graphics, SSD&HDD,1256,expinsive
437,HP,15-ra044nv (N3060/4GB/500GB/W10),Notebook,15.6,1049088,4,Windows 10,2.1,Intel Celeron,Intel HD Graphics, HDD,500,inexpensive
438,Google,Pixelbook (Core,Ultrabook,12.3,3840000,16,Chrome OS,1.1,Intel Core i7,Intel HD Graphics, SSD,512,very expensive
439,Lenovo,ThinkPad T470s,Ultrabook,14,3686400,24,Windows 10,1.32,Intel Core i7,Intel HD Graphics, SSD,512,very expensive
440,Asus,VivoBook Max,Notebook,15.6,2073600,4,Linux,2,Intel Core i5,Intel HD Graphics, SSD,256,ideal price
441,Lenovo,IdeaPad 320-15AST,Notebook,17.3,1440000,8,Windows 10,2.8,AMD A-Series,AMD Radeon Graphics, HDD,1000,ideal price
442,Dell,Inspiron 5570,Notebook,15.6,2073600,4,Windows 10,2.2,Intel Core i5,AMD Radeon Graphics, SSD,256,ideal price
443,Lenovo,ThinkPad X270,Ultrabook,12.5,2073600,8,Windows 10,1.36,Intel Core i5,Intel HD Graphics, SSD,256,moderetly expensive
444,Lenovo,IdeaPad 320-15IAP,Notebook,15.6,2073600,4,Windows 10,2.2,Intel Pentium,Intel HD Graphics, SSD,128,inexpensive
445,HP,Omen 15-AX205na,Gaming,15.6,2073600,8,Windows 10,2.2,Intel Core i7,Nvidia GeForce Graphics, SSD&HDD,1128,moderetly expensive
446,Dell,Latitude 5480,Notebook,14,2073600,8,Windows 10,1.64,Intel Core i5,Nvidia GeForce Graphics, SSD,256,moderetly expensive
447,Acer,Aspire ES1-572,Notebook,15.6,1049088,4,Linux,2.4,Intel Core i5,Intel HD Graphics, HDD,500,inexpensive
448,Dell,Precision 3520,Workstation,15.6,2073600,8,Windows 10,2.23,Other,Nvidia Quadro, Flash Storage HDD,164,expinsive
449,MSI,GV62 7RD-1686NL,Gaming,15.6,2073600,8,Windows 10,2.2,Intel Core i5,Nvidia GeForce Graphics, SSD,256,moderetly expensive
450,Microsoft,Surface Laptop,Ultrabook,13.5,3393024,16,Windows 10 S,1.25,Intel Core i7,Intel Iris Graphics, SSD,512,very expensive
451,HP,15-bs024nv (i5-7200U/8GB/128GB/W10),Notebook,15.6,1049088,8,Windows 10,1.91,Intel Core i5,Intel HD Graphics, SSD,128,ideal price
452,Dell,Precision 3520,Workstation,15.6,2073600,16,Windows 10,2.17,Intel Core i7,Nvidia Quadro, SSD,256,expinsive
453,HP,ProBook 650,Workstation,15.6,2073600,8,Windows 10,2.31,Intel Core i7,Intel HD Graphics, SSD,512,expinsive
454,Lenovo,ThinkPad T470,Notebook,14,2073600,8,Windows 10,1.65,Intel Core i5,Intel HD Graphics, SSD,256,moderetly expensive
455,Dell,Inspiron 5570,Notebook,15.6,2073600,8,Windows 10,2.36,Intel Core i7,AMD Radeon Graphics, SSD&HDD,1128,ideal price
456,Dell,Inspiron 3168,2 in 1 Convertible,11.6,1049088,4,Windows 10,1.47,Intel Pentium,Intel HD Graphics, HDD,500,inexpensive
457,Dell,Alienware 17,Notebook,17.3,2073600,8,Windows 10,4.42,Intel Core i7,Nvidia GeForce Graphics, HDD,1000,very expensive
458,Microsoft,Surface Laptop,Ultrabook,13.5,3393024,4,Windows 10 S,1.252,Intel Core M,Intel HD Graphics, SSD,128,ideal price
459,Microsoft,Surface Laptop,Ultrabook,13.5,3393024,8,Windows 10 S,1.25,Intel Core i7,Intel Iris Graphics, SSD,256,expinsive
460,HP,17-BS092ND (i3-6006U/8GB/256GB/W10),Notebook,17.3,1440000,8,Windows 10,2.5,Intel Core i3,Intel HD Graphics, SSD,256,ideal price
461,Acer,Aspire E5-576G,Notebook,15.6,2073600,4,Windows 10,2.23,Intel Core i3,Nvidia GeForce Graphics, HDD,1000,ideal price
462,Acer,TravelMate B,Netbook,11.6,1049088,4,Windows 10,1.4,Intel Celeron,Intel HD Graphics, SSD,128,inexpensive
463,Asus,Pro P2540UA-AB51,Notebook,15.6,2073600,8,Windows 10,2.37,Intel Core i5,Intel HD Graphics, HDD,1000,ideal price
464,Lenovo,IdeaPad 510s-14IKB,Notebook,14,2073600,8,No OS,1.5,Intel Core i7,AMD Radeon Graphics, SSD,512,ideal price
465,Lenovo,Thinkpad P51,Notebook,15.6,2073600,8,Windows 10,2.67,Intel Core i7,Nvidia Quadro, SSD,256,very expensive
466,Asus,X541NA-PD1003Y (N4200/4GB/500GB/W10),Notebook,15.6,1049088,4,Windows 10,2,Intel Pentium,Intel HD Graphics, HDD,500,inexpensive
467,Acer,Aspire 5,Notebook,15.6,1049088,4,Windows 10,2.2,Intel Core i3,Nvidia GeForce Graphics, HDD,500,inexpensive
468,Dell,Inspiron 5570,Notebook,15.6,2073600,8,Windows 10,2.02,Intel Core i5,AMD Radeon Graphics, HDD,2000,ideal price
469,HP,Omen 17-an006nv,Gaming,17.3,2073600,12,Windows 10,3.78,Intel Core i7,Nvidia GeForce Graphics, HDD,1000,expinsive
470,Lenovo,Thinkpad T460s,Ultrabook,14,3686400,12,Windows 10,1.4,Intel Core i7,Intel HD Graphics, SSD,256,expinsive
471,HP,Spectre x360,2 in 1 Convertible,13.3,8294400,8,Windows 10,1.29,Intel Core i7,Intel UHD Graphics, SSD,512,expinsive
472,HP,ZBook 15u,Notebook,15.6,2073600,8,Windows 10,1.9,Intel Core i5,Other, HDD,500,moderetly expensive
473,Google,Pixelbook (Core,Ultrabook,12.3,3840000,8,Chrome OS,1.1,Intel Core i5,Intel HD Graphics, SSD,128,moderetly expensive
474,Dell,Latitude 7390,Ultrabook,13.3,2073600,8,Windows 10,1.42,Intel Core i5,Intel UHD Graphics, SSD,256,expinsive
475,Asus,ZenBook Pro,Notebook,15.6,8294400,12,Windows 10,2.06,Intel Core i7,Intel HD Graphics, SSD&HDD,1128,moderetly expensive
476,Dell,Latitude E5470,Notebook,14,1049088,8,Windows 10,1.79,Intel Core i3,Intel HD Graphics, SSD,128,ideal price
477,Dell,Precision M5520,Workstation,15.6,2073600,8,Windows 10,1.78,Intel Core i7,Nvidia Quadro, SSD,256,very expensive
478,Lenovo,Thinkpad T470,Notebook,14,2073600,8,Windows 10,1.7,Intel Core i5,Intel HD Graphics, SSD,180,moderetly expensive
479,Dell,Inspiron 3576,Notebook,15.6,2073600,8,Windows 10,2.2,Intel Core i5,AMD Radeon Graphics, HDD,1000,ideal price
480,Toshiba,Portege X30-D-10J,Notebook,13.3,2073600,8,Windows 10,1.05,Intel Core i5,Intel HD Graphics, SSD,256,expinsive
481,Dell,Inspiron 7570,Notebook,15.6,2073600,8,Windows 10,2.16,Intel Core i7,Nvidia GeForce Graphics, SSD,512,moderetly expensive
482,Dell,Vostro 3568,Notebook,15.6,1049088,4,Windows 10,2.18,Intel Core i3,Intel HD Graphics, HDD,1000,ideal price
483,HP,ProBook 430,Notebook,13.3,2073600,4,Windows 10,1.49,Intel Core i5,Intel UHD Graphics, SSD,128,ideal price
484,Chuwi,"Lapbook 15,6",Notebook,15.6,2073600,4,Windows 10,1.89,Intel Atom x,Intel HD Graphics, Flash Storage,64,inexpensive
485,Lenovo,ThinkPad E570,Notebook,15.6,1049088,4,Windows 10,2.3,Intel Core i3,Intel HD Graphics, SSD,128,ideal price
486,Lenovo,ThinkPad E480,Notebook,14,2073600,8,Windows 10,1.75,Intel Core i5,Intel UHD Graphics, SSD,256,moderetly expensive
487,Dell,Precision 3520,Workstation,15.6,2073600,16,Windows 10,2.17,Intel Core i7,Nvidia Quadro, SSD,512,very expensive
488,Dell,XPS 15,Notebook,15.6,2073600,16,Windows 10,2.06,Intel Core i7,Nvidia GeForce Graphics, SSD,512,expinsive
489,Lenovo,Thinkpad X270,Ultrabook,12.5,2073600,16,Windows 10,1.36,Intel Core i7,Intel HD Graphics, SSD,512,expinsive
490,Asus,Zenbook UX390UA,Ultrabook,12.5,2073600,16,Windows 10,0.91,Intel Core i7,Intel HD Graphics, SSD,512,expinsive
491,Lenovo,Thinkpad E570,Notebook,15.6,2073600,8,Windows 10,2.3,Intel Core i5,Nvidia GeForce Graphics, SSD,256,moderetly expensive
492,Toshiba,Portege X30-D-10L,Ultrabook,13.3,2073600,32,Windows 10,1.05,Intel Core i7,Intel HD Graphics, SSD,512,very expensive
493,Asus,VivoBook Pro,Gaming,15.6,2073600,8,Windows 10,1.99,Intel Core i7,Nvidia GeForce Graphics, SSD&HDD,1128,moderetly expensive
494,Acer,Aspire 5,Notebook,15.6,1049088,8,Windows 10,2.2,AMD A-Series,AMD Radeon Graphics, HDD,1000,ideal price
495,Asus,Rog G752VL-UH71T,Gaming,17.3,2073600,24,Windows 10,4.33,Intel Core i7,Nvidia GeForce Graphics, SSD&HDD,1256,moderetly expensive
496,Lenovo,Thinkpad X260,Ultrabook,12.5,1049088,8,Windows 10,1.3,Intel Core i5,Intel HD Graphics, SSD,180,moderetly expensive
497,Lenovo,Ideapad 520-15IKBR,Notebook,15.6,2073600,8,Windows 10,2.17,Intel Core i7,Intel UHD Graphics, SSD,256,ideal price
498,HP,EliteBook 840,Notebook,14,2073600,8,Windows 10,1.48,Intel Core i7,Intel HD Graphics, SSD,1000,expinsive
499,Lenovo,ThinkPad 13,Notebook,13.3,2073600,8,Windows 10,1.4,Intel Core i3,Intel HD Graphics, SSD,256,ideal price
500,Lenovo,ThinkPad L570,Notebook,15.6,2073600,8,Windows 10,2.3,Intel Core i5,Intel HD Graphics, SSD,256,ideal price
501,Asus,VivoBook E201NA,Netbook,11.6,1049088,4,Windows 10 S,1.2,Intel Celeron,Intel HD Graphics, Flash Storage,64,inexpensive
502,HP,15-BS026nv (i5-7200U/8GB/256GB/Radeon,Notebook,15.6,1049088,8,Windows 10,1.91,Intel Core i5,AMD Radeon Graphics, SSD,256,ideal price
503,Lenovo,Yoga 920-13IKB,2 in 1 Convertible,13.9,2073600,8,Windows 10,1.4,Intel Core i5,Intel UHD Graphics, SSD,256,expinsive
504,Lenovo,IdeaPad 320-14IAP,Notebook,14,1049088,4,Windows 10,2.1,Intel Celeron,Intel HD Graphics, HDD,500,inexpensive
505,Lenovo,Chromebook N23,Netbook,11.6,1049088,4,Chrome OS,1.25,Intel Celeron,Intel HD Graphics, SSD,16,inexpensive
506,Lenovo,ThinkPad 13,Notebook,13.3,2073600,8,Windows 10,1.44,Intel Core i5,Intel HD Graphics, SSD,256,ideal price
507,Asus,ZenBook UX510UX-CN211T,Notebook,15.6,2073600,8,Windows 10,2,Intel Core i7,Intel HD Graphics, SSD&HDD,1256,moderetly expensive
508,Acer,Aspire A515-51G-59QF,Notebook,15.6,2073600,4,Windows 10,2.2,Intel Core i5,Nvidia GeForce Graphics, HDD,1000,ideal price
509,HP,Envy 13-AB002nv,Ultrabook,13.3,2073600,8,Windows 10,1.34,Intel Core i7,Intel HD Graphics, SSD,512,moderetly expensive
510,Lenovo,Legion Y520-15IKBN,Gaming,15.6,2073600,8,No OS,2.4,Intel Core i7,Nvidia GeForce Graphics, SSD&HDD,1256,moderetly expensive
511,Dell,XPS 13,Ultrabook,13.3,2073600,8,Windows 10,1.29,Intel Core i5,Intel HD Graphics, SSD,128,ideal price
512,Acer,Aspire A515-51G,Notebook,15.6,2073600,4,Windows 10,2.2,Intel Core i7,Nvidia GeForce Graphics, HDD,500,ideal price
513,Dell,Vostro 5568,Notebook,15.6,2073600,8,Windows 10,2.18,Intel Core i5,Intel HD Graphics, HDD,1000,ideal price
514,Dell,Inspiron 5570,Notebook,15.6,2073600,16,Windows 10,2.2,Intel Core i7,AMD Radeon Graphics, SSD HDD,2256,moderetly expensive
515,Xiaomi,Mi Notebook,Notebook,15.6,2073600,16,No OS,1.95,Intel Core i7,Nvidia GeForce Graphics, SSD,256,moderetly expensive
516,Asus,VivoBook E12,Netbook,11.6,1049088,2,Windows 10,1.1,Intel Celeron,Intel HD Graphics, Flash Storage,32,inexpensive
517,HP,15-bs190od (i5-8250U/4GB/1TB/W10),Notebook,15.6,1049088,4,Windows 10,2.04,Intel Core i5,Intel UHD Graphics, HDD,1000,ideal price
518,Asus,ROG Zephyrus,Gaming,15.6,2073600,24,Windows 10,2.24,Intel Core i7,Nvidia GeForce Graphics, SSD,512,very expensive
519,HP,Probook 450,Notebook,15.6,2073600,8,Windows 10,2.04,Intel Core i5,Nvidia GeForce Graphics, SSD,256,ideal price
520,Asus,FX753VE-GC155T (i7-7700HQ/16GB/1TB,Gaming,17.3,2073600,16,Windows 10,3,Intel Core i7,Nvidia GeForce Graphics, SSD&HDD,1256,expinsive
521,Lenovo,Legion Y720-15IKB,Gaming,15.6,2073600,8,Windows 10,3.2,Intel Core i7,Nvidia GeForce Graphics, SSD&HDD,1256,moderetly expensive
522,HP,Spectre X360,Ultrabook,13.3,2073600,8,Windows 10,1.32,Intel Core i7,Intel HD Graphics, SSD,256,moderetly expensive
523,Dell,Latitude 5480,Notebook,14,2073600,8,Windows 10,1.64,Intel Core i5,Intel HD Graphics, SSD,256,moderetly expensive
524,HP,ProBook 440,Notebook,15.6,1049088,4,Windows 10,1.63,Intel Core i3,Intel HD Graphics, SSD,128,ideal price
525,Dell,Inspiron 5770,Notebook,17.3,2073600,8,Linux,2.8,Intel Core i5,AMD Radeon Graphics, SSD&HDD,1128,ideal price
526,Lenovo,ThinkPad L470,Notebook,14,2073600,8,Windows 7,2.02,Intel Core i5,Intel HD Graphics, SSD,256,moderetly expensive
527,Lenovo,IdeaPad 320-15IKB,Notebook,15.6,2073600,4,Windows 10,2.2,Intel Core i7,Nvidia GeForce Graphics, HDD,1000,ideal price
528,Lenovo,IdeaPad 320-15ISK,Notebook,15.6,1049088,8,No OS,2.2,Intel Core i3,Nvidia GeForce Graphics, HDD,2000,inexpensive
529,Dell,Inspiron 3567,Notebook,15.6,2073600,4,Windows 10,2.3,Intel Core i5,AMD Radeon Graphics, HDD,500,ideal price
530,Dell,Latitude 5580,Notebook,15.6,2073600,8,Windows 10,1.9,Intel Core i5,Intel HD Graphics, SSD,256,moderetly expensive
531,Dell,Alienware 17,Gaming,17.3,2073600,16,Windows 10,4.42,Intel Core i7,Nvidia GeForce Graphics, SSD&HDD,1128,very expensive
532,Toshiba,Satellite Pro,Notebook,15.6,2073600,8,Windows 10,2,Intel Core i5,Intel HD Graphics, HDD,500,ideal price
533,Asus,Zenbook UX510UW-FI095T,Notebook,15.6,8294400,8,Windows 10,2,Intel Core i7,Nvidia GeForce Graphics, SSD&HDD,1256,moderetly expensive
534,Mediacom,SmartBook Edge,Notebook,13.3,2073600,4,Windows 10,1.2,Intel Celeron,Intel HD Graphics, SSD,32,inexpensive
535,Asus,ROG Strix,Gaming,15.6,2073600,8,Windows 10,2.3,Intel Core i5,Nvidia GeForce Graphics, SSD&HDD,1128,expinsive
536,Dell,Latitude 5580,Notebook,15.6,2073600,8,Windows 10,1.93,Intel Core i7,Nvidia GeForce Graphics, SSD,256,moderetly expensive
537,Dell,Inspiron 5570,Notebook,15.6,2073600,8,Windows 10,2.2,Intel Core i5,AMD Radeon Graphics, SSD,256,ideal price
538,HP,250 G6,Notebook,15.6,2073600,4,Windows 10,1.86,Intel Pentium,Intel HD Graphics, SSD,256,inexpensive
539,HP,Omen 15-ce006nv,Gaming,17.3,2073600,12,Windows 10,2.62,Intel Core i7,Nvidia GeForce Graphics, HDD,1000,expinsive
540,Lenovo,Thinkpad E470,Notebook,14,2073600,8,Windows 10,1.87,Intel Core i7,Nvidia GeForce Graphics, SSD,256,ideal price
541,Dell,XPS 13,Ultrabook,13.3,5760000,8,Windows 10,1.2,Intel Core i7,Intel UHD Graphics, SSD,256,moderetly expensive
542,Dell,Vostro 5468,Notebook,14,2073600,4,Windows 10,1.6,Intel Core i3,Intel HD Graphics, SSD,128,ideal price
543,HP,Envy 13-AB020nr,Ultrabook,13.3,5760000,8,Windows 10,1.34,Intel Core i7,Intel HD Graphics, SSD,256,moderetly expensive
544,Acer,Aspire 7,Gaming,15.6,2073600,8,Linux,2.4,Intel Core i5,Nvidia GeForce Graphics, HDD,1000,ideal price
545,Asus,VivoBook X540YA-XX519T,Notebook,15.6,1049088,4,Windows 10,2,AMD E-Series,AMD Radeon Graphics, HDD,500,inexpensive
546,HP,ProBook 450,Notebook,15.6,2073600,4,Windows 10,2.1,Intel Core i3,Intel HD Graphics, SSD,128,ideal price
547,Lenovo,ThinkPad E470,Notebook,14,2073600,4,Windows 10,1.87,Intel Core i5,Intel HD Graphics, HDD,500,ideal price
548,Lenovo,V310-15ISK (i5-6200U/4GB/1TB/FHD/No,Notebook,15.6,2073600,4,No OS,2.15,Intel Core i5,Intel HD Graphics, HDD,1000,inexpensive
549,HP,250 G6,Notebook,15.6,2073600,4,Windows 10,1.86,Intel Core i3,Intel HD Graphics, HDD,500,inexpensive
550,Lenovo,ThinkPad T570,Notebook,15.6,2073600,8,Windows 10,1.99,Intel Core i7,Intel HD Graphics, SSD,512,expinsive
551,Lenovo,IdeaPad 320-15ISK,Notebook,15.6,2073600,4,Windows 10,2.2,Intel Core i3,Intel HD Graphics, SSD,128,inexpensive
