"Company","TypeName","Inches","ScreenResolution","Ram","OpSys","Weight","Price_euros","CPU","GPU","MemoryType","MemorySize","price"
"Asus","Gaming",17.3,2073600,16,"Windows 10",3,1591,"Intel Core i7","Nvidia GeForce Graphics"," SSD&HDD",1256,"expinsive"
"Acer","Notebook",15.6,1049088,12,"Windows 10",2.2,693.99,"Intel Core i5","Nvidia GeForce Graphics"," HDD",1000,"ideal price"
"MSI","Gaming",17.3,2073600,8,"Windows 10",2.7,1349,"Intel Core i7","Nvidia GeForce Graphics"," SSD",256,"moderetly expensive"
"Dell","Notebook",15.6,2073600,8,"Linux",2.33,778.87,"Intel Core i7","AMD Radeon Graphics"," SSD",256,"ideal price"
"HP","Ultrabook",15.6,2073600,4,"Windows 10",1.91,499,"AMD A-Series","AMD Radeon Graphics"," SSD",256,"inexpensive"
"Lenovo","Notebook",15.6,2073600,8,"Windows 10",2.1,1229.56,"Intel Core i7","AMD Radeon Graphics"," SSD",256,"moderetly expensive"
"Lenovo","Notebook",14,2073600,8,"Windows 10",1.9,938,"Intel Core i5","Intel HD Graphics"," SSD",256,"ideal price"
"Dell","Workstation",15.6,8294400,8,"Windows 10",1.78,2712,"Intel Core i7","Nvidia Quadro"," SSD",256,"very expensive"
"Lenovo","Ultrabook",14,3686400,16,"Windows 10",1.13,2625,"Intel Core i7","Intel HD Graphics"," SSD",1000,"very expensive"
"Lenovo","Notebook",15.6,1049088,4,"Windows 10",2.2,306,"Intel Celeron","Intel HD Graphics"," HDD",1000,"inexpensive"
"Asus","Gaming",17.3,2073600,16,"Windows 10",2.9,1529,"Intel Core i7","Nvidia GeForce Graphics"," SSD&HDD",1256,"expinsive"
"Lenovo","Notebook",15.6,2073600,8,"Windows 10",2.1,1144.5,"Intel Core i5","AMD Radeon Graphics"," SSD&HDD",1256,"moderetly expensive"
"Acer","Notebook",15.6,2073600,8,"Linux",2.5,879,"Intel Core i7","Nvidia GeForce Graphics"," SSD",256,"ideal price"
"MSI","Gaming",17.3,2073600,16,"Windows 10",2.8,2249,"Intel Core i7","Nvidia GeForce Graphics"," SSD&HDD",1256,"very expensive"
"Asus","Ultrabook",14,2073600,8,"Windows 10",1.1,1873,"Intel Core i7","Intel HD Graphics"," SSD",512,"expinsive"
"Toshiba","Ultrabook",13.3,2073600,16,"Windows 10",1.2,1747,"Intel Core i7","Intel HD Graphics"," SSD",512,"expinsive"
"Dell","Ultrabook",14,2073600,8,"Windows 10",1.36,1680,"Intel Core i7","Intel HD Graphics"," SSD",512,"expinsive"
"Lenovo","Notebook",15.6,2073600,4,"Windows 10",2.2,409,"Intel Core i3","Intel HD Graphics"," HDD",500,"inexpensive"
"Lenovo","Notebook",11.6,1049088,2,"Windows 10",1.15,304.45,"Intel Celeron","Intel HD Graphics"," Flash Storage",32,"inexpensive"
"Lenovo","Workstation",15.6,2073600,8,"Windows 10",2.67,1925,"Intel Core i7","Nvidia Quadro"," SSD",512,"expinsive"
"Lenovo","Ultrabook",14,3686400,8,"Windows 10",1.7,1943,"Intel Core i7","Nvidia GeForce Graphics"," SSD",512,"expinsive"
"HP","Notebook",15.6,2073600,4,"Windows 10",2.1,469,"Intel Core i3","AMD Radeon Graphics"," HDD",1000,"inexpensive"
"Acer","2 in 1 Convertible",13.3,2073600,8,"Windows 10",1.6,789.01,"Intel Core i7","Intel HD Graphics"," SSD",256,"ideal price"
"Asus","2 in 1 Convertible",13.3,2073600,8,"Windows 10",1.27,928,"Intel Core i5","Intel HD Graphics"," SSD",256,"ideal price"
"Dell","Notebook",15.6,2073600,4,"Linux",2.3,598.9,"Intel Core i5","AMD Radeon Graphics"," SSD",256,"ideal price"
"Dell","Notebook",13.3,1049088,4,"Windows 10",1.65,689,"Intel Core i3","Intel HD Graphics"," SSD",128,"ideal price"
"HP","Ultrabook",14,2073600,8,"Windows 10",1.43,1500,"Intel Core i7","Intel HD Graphics"," SSD",256,"moderetly expensive"
"Dell","Notebook",15.6,1049088,8,"Windows 10",2.14,539.95,"Intel Core i5","Intel HD Graphics"," HDD",1000,"ideal price"
"Lenovo","Ultrabook",14,2073600,8,"Windows 10",1.75,1215.38,"Intel Core i7","AMD Radeon Graphics"," SSD",256,"moderetly expensive"
"Lenovo","2 in 1 Convertible",15.6,8294400,16,"Windows 10",2,1899,"Intel Core i7","Nvidia GeForce Graphics"," SSD",512,"expinsive"
"Chuwi","Notebook",12.3,4990464,6,"Windows 10",1.4,449,"Intel Celeron","Intel HD Graphics"," Flash Storage",64,"inexpensive"
"HP","Notebook",15.6,2073600,8,"Windows 10",2.31,1427,"Intel Core i7","Intel HD Graphics"," SSD",256,"moderetly expensive"
"Asus","Notebook",15.6,2073600,8,"Linux",2.3,597,"Intel Core i3","Nvidia GeForce Graphics"," HDD",1000,"ideal price"
"Dell","Gaming",17.3,3686400,16,"Windows 10",4.42,2799,"Intel Core i7","Nvidia GeForce Graphics"," SSD&HDD",1256,"very expensive"
"Dell","Gaming",15.6,2073600,8,"Windows 10",2.62,1159,"Intel Core i7","Nvidia GeForce Graphics"," SSD&HDD",1128,"moderetly expensive"
"Dell","Notebook",15.6,2073600,8,"Windows 10",2.02,1142.4,"Intel Core i7","AMD Radeon Graphics"," SSD HDD",2256,"moderetly expensive"
"Dell","Ultrabook",14,2073600,8,"Linux",1.6,1099,"Intel Core i7","Intel HD Graphics"," SSD",256,"moderetly expensive"
"HP","Gaming",17.3,2073600,12,"Windows 10",3.35,1999,"Intel Core i7","Nvidia GeForce Graphics"," SSD&HDD",1256,"expinsive"
"Mediacom","2 in 1 Convertible",11.6,2073600,4,"Windows 10",1.16,299,"Intel Celeron","Intel HD Graphics"," SSD",32,"inexpensive"
"Samsung","Netbook",11.6,1049088,4,"Chrome OS",1.15,269,"Intel Celeron","Intel HD Graphics"," Flash Storage",16,"inexpensive"
"Lenovo","Notebook",13.3,2073600,8,"Windows 10",1.4,1010,"Intel Core i7","Intel HD Graphics"," SSD",256,"moderetly expensive"
"Lenovo","Notebook",14,2073600,4,"Windows 10",1.7,599,"Intel Core i3","Intel HD Graphics"," SSD",128,"ideal price"
"Lenovo","Workstation",15.6,8294400,16,"Windows 10",2.3,2445,"Intel Core i7","Nvidia GeForce Graphics"," SSD",512,"very expensive"
"Lenovo","Notebook",15.6,2073600,16,"Windows 10",2.5,2449,"Intel Core i7","Nvidia Quadro"," SSD",512,"very expensive"
"Asus","Gaming",17.3,2073600,8,"Windows 10",3.2,1695,"Other","AMD Radeon Graphics"," SSD&HDD",1256,"expinsive"
"HP","Notebook",15.6,1049088,4,"Windows 10",2.1,347,"Intel Celeron","Intel HD Graphics"," HDD",500,"inexpensive"
"Google","Ultrabook",12.3,3840000,16,"Chrome OS",1.1,2199,"Intel Core i7","Intel HD Graphics"," SSD",512,"very expensive"
"Lenovo","Ultrabook",14,3686400,24,"Windows 10",1.32,2382,"Intel Core i7","Intel HD Graphics"," SSD",512,"very expensive"
"Asus","Notebook",15.6,2073600,4,"Linux",2,559,"Intel Core i5","Intel HD Graphics"," SSD",256,"ideal price"
"Lenovo","Notebook",17.3,1440000,8,"Windows 10",2.8,519,"AMD A-Series","AMD Radeon Graphics"," HDD",1000,"ideal price"
"Dell","Notebook",15.6,2073600,4,"Windows 10",2.2,749,"Intel Core i5","AMD Radeon Graphics"," SSD",256,"ideal price"
"Lenovo","Ultrabook",12.5,2073600,8,"Windows 10",1.36,1429,"Intel Core i5","Intel HD Graphics"," SSD",256,"moderetly expensive"
"Lenovo","Notebook",15.6,2073600,4,"Windows 10",2.2,349,"Intel Pentium","Intel HD Graphics"," SSD",128,"inexpensive"
"HP","Gaming",15.6,2073600,8,"Windows 10",2.2,1099,"Intel Core i7","Nvidia GeForce Graphics"," SSD&HDD",1128,"moderetly expensive"
"Dell","Notebook",14,2073600,8,"Windows 10",1.64,1179,"Intel Core i5","Nvidia GeForce Graphics"," SSD",256,"moderetly expensive"
"Acer","Notebook",15.6,1049088,4,"Linux",2.4,441.8,"Intel Core i5","Intel HD Graphics"," HDD",500,"inexpensive"
"Dell","Workstation",15.6,2073600,8,"Windows 10",2.23,1993,"Other","Nvidia Quadro"," Flash Storage HDD",164,"expinsive"
"MSI","Gaming",15.6,2073600,8,"Windows 10",2.2,1027.74,"Intel Core i5","Nvidia GeForce Graphics"," SSD",256,"moderetly expensive"
"Microsoft","Ultrabook",13.5,3393024,16,"Windows 10 S",1.25,2589,"Intel Core i7","Intel Iris Graphics"," SSD",512,"very expensive"
"HP","Notebook",15.6,1049088,8,"Windows 10",1.91,589,"Intel Core i5","Intel HD Graphics"," SSD",128,"ideal price"
"Dell","Workstation",15.6,2073600,16,"Windows 10",2.17,1975,"Intel Core i7","Nvidia Quadro"," SSD",256,"expinsive"
"HP","Workstation",15.6,2073600,8,"Windows 10",2.31,1534,"Intel Core i7","Intel HD Graphics"," SSD",512,"expinsive"
"Lenovo","Notebook",14,2073600,8,"Windows 10",1.65,1345,"Intel Core i5","Intel HD Graphics"," SSD",256,"moderetly expensive"
"Dell","Notebook",15.6,2073600,8,"Windows 10",2.36,979,"Intel Core i7","AMD Radeon Graphics"," SSD&HDD",1128,"ideal price"
"Dell","2 in 1 Convertible",11.6,1049088,4,"Windows 10",1.47,479,"Intel Pentium","Intel HD Graphics"," HDD",500,"inexpensive"
"Dell","Notebook",17.3,2073600,8,"Windows 10",4.42,2046,"Intel Core i7","Nvidia GeForce Graphics"," HDD",1000,"very expensive"
"Microsoft","Ultrabook",13.5,3393024,4,"Windows 10 S",1.252,989,"Intel Core M","Intel HD Graphics"," SSD",128,"ideal price"
"Microsoft","Ultrabook",13.5,3393024,8,"Windows 10 S",1.25,1799,"Intel Core i7","Intel Iris Graphics"," SSD",256,"expinsive"
"HP","Notebook",17.3,1440000,8,"Windows 10",2.5,639.9,"Intel Core i3","Intel HD Graphics"," SSD",256,"ideal price"
"Acer","Notebook",15.6,2073600,4,"Windows 10",2.23,544,"Intel Core i3","Nvidia GeForce Graphics"," HDD",1000,"ideal price"
"Acer","Netbook",11.6,1049088,4,"Windows 10",1.4,435,"Intel Celeron","Intel HD Graphics"," SSD",128,"inexpensive"
"Asus","Notebook",15.6,2073600,8,"Windows 10",2.37,749,"Intel Core i5","Intel HD Graphics"," HDD",1000,"ideal price"
"Lenovo","Notebook",14,2073600,8,"No OS",1.5,799,"Intel Core i7","AMD Radeon Graphics"," SSD",512,"ideal price"
"Lenovo","Notebook",15.6,2073600,8,"Windows 10",2.67,2090,"Intel Core i7","Nvidia Quadro"," SSD",256,"very expensive"
"Asus","Notebook",15.6,1049088,4,"Windows 10",2,304,"Intel Pentium","Intel HD Graphics"," HDD",500,"inexpensive"
"Acer","Notebook",15.6,1049088,4,"Windows 10",2.2,469,"Intel Core i3","Nvidia GeForce Graphics"," HDD",500,"inexpensive"
"Dell","Notebook",15.6,2073600,8,"Windows 10",2.02,759,"Intel Core i5","AMD Radeon Graphics"," HDD",2000,"ideal price"
"HP","Gaming",17.3,2073600,12,"Windows 10",3.78,1699,"Intel Core i7","Nvidia GeForce Graphics"," HDD",1000,"expinsive"
"Lenovo","Ultrabook",14,3686400,12,"Windows 10",1.4,1858,"Intel Core i7","Intel HD Graphics"," SSD",256,"expinsive"
"HP","2 in 1 Convertible",13.3,8294400,8,"Windows 10",1.29,1999,"Intel Core i7","Intel UHD Graphics"," SSD",512,"expinsive"
"HP","Notebook",15.6,2073600,8,"Windows 10",1.9,1154,"Intel Core i5","Other"," HDD",500,"moderetly expensive"
"Google","Ultrabook",12.3,3840000,8,"Chrome OS",1.1,1275,"Intel Core i5","Intel HD Graphics"," SSD",128,"moderetly expensive"
"Dell","Ultrabook",13.3,2073600,8,"Windows 10",1.42,1841.85,"Intel Core i5","Intel UHD Graphics"," SSD",256,"expinsive"
"Asus","Notebook",15.6,8294400,12,"Windows 10",2.06,1299,"Intel Core i7","Intel HD Graphics"," SSD&HDD",1128,"moderetly expensive"
"Dell","Notebook",14,1049088,8,"Windows 10",1.79,740,"Intel Core i3","Intel HD Graphics"," SSD",128,"ideal price"
"Dell","Workstation",15.6,2073600,8,"Windows 10",1.78,2408,"Intel Core i7","Nvidia Quadro"," SSD",256,"very expensive"
"Lenovo","Notebook",14,2073600,8,"Windows 10",1.7,1364,"Intel Core i5","Intel HD Graphics"," SSD",180,"moderetly expensive"
"Dell","Notebook",15.6,2073600,8,"Windows 10",2.2,675,"Intel Core i5","AMD Radeon Graphics"," HDD",1000,"ideal price"
"Toshiba","Notebook",13.3,2073600,8,"Windows 10",1.05,1672,"Intel Core i5","Intel HD Graphics"," SSD",256,"expinsive"
"Dell","Notebook",15.6,2073600,8,"Windows 10",2.16,1262,"Intel Core i7","Nvidia GeForce Graphics"," SSD",512,"moderetly expensive"
"Dell","Notebook",15.6,1049088,4,"Windows 10",2.18,586.6,"Intel Core i3","Intel HD Graphics"," HDD",1000,"ideal price"
"HP","Notebook",13.3,2073600,4,"Windows 10",1.49,726,"Intel Core i5","Intel UHD Graphics"," SSD",128,"ideal price"
"Chuwi","Notebook",15.6,2073600,4,"Windows 10",1.89,248.9,"Intel Atom x","Intel HD Graphics"," Flash Storage",64,"inexpensive"
"Lenovo","Notebook",15.6,1049088,4,"Windows 10",2.3,565,"Intel Core i3","Intel HD Graphics"," SSD",128,"ideal price"
"Lenovo","Notebook",14,2073600,8,"Windows 10",1.75,1049,"Intel Core i5","Intel UHD Graphics"," SSD",256,"moderetly expensive"
"Dell","Workstation",15.6,2073600,16,"Windows 10",2.17,2338,"Intel Core i7","Nvidia Quadro"," SSD",512,"very expensive"
"Dell","Notebook",15.6,2073600,16,"Windows 10",2.06,1899,"Intel Core i7","Nvidia GeForce Graphics"," SSD",512,"expinsive"
"Lenovo","Ultrabook",12.5,2073600,16,"Windows 10",1.36,1798,"Intel Core i7","Intel HD Graphics"," SSD",512,"expinsive"
"Asus","Ultrabook",12.5,2073600,16,"Windows 10",0.91,1950,"Intel Core i7","Intel HD Graphics"," SSD",512,"expinsive"
"Lenovo","Notebook",15.6,2073600,8,"Windows 10",2.3,1011.99,"Intel Core i5","Nvidia GeForce Graphics"," SSD",256,"moderetly expensive"
"Toshiba","Ultrabook",13.3,2073600,32,"Windows 10",1.05,2799,"Intel Core i7","Intel HD Graphics"," SSD",512,"very expensive"
"Asus","Gaming",15.6,2073600,8,"Windows 10",1.99,1350,"Intel Core i7","Nvidia GeForce Graphics"," SSD&HDD",1128,"moderetly expensive"
"Acer","Notebook",15.6,1049088,8,"Windows 10",2.2,579,"AMD A-Series","AMD Radeon Graphics"," HDD",1000,"ideal price"
"Asus","Gaming",17.3,2073600,24,"Windows 10",4.33,1269,"Intel Core i7","Nvidia GeForce Graphics"," SSD&HDD",1256,"moderetly expensive"
"Lenovo","Ultrabook",12.5,1049088,8,"Windows 10",1.3,1099,"Intel Core i5","Intel HD Graphics"," SSD",180,"moderetly expensive"
"Lenovo","Notebook",15.6,2073600,8,"Windows 10",2.17,898.9,"Intel Core i7","Intel UHD Graphics"," SSD",256,"ideal price"
"HP","Notebook",14,2073600,8,"Windows 10",1.48,1749,"Intel Core i7","Intel HD Graphics"," SSD",1000,"expinsive"
"Lenovo","Notebook",13.3,2073600,8,"Windows 10",1.4,949,"Intel Core i3","Intel HD Graphics"," SSD",256,"ideal price"
"Lenovo","Notebook",15.6,2073600,8,"Windows 10",2.3,911,"Intel Core i5","Intel HD Graphics"," SSD",256,"ideal price"
"Asus","Netbook",11.6,1049088,4,"Windows 10 S",1.2,340,"Intel Celeron","Intel HD Graphics"," Flash Storage",64,"inexpensive"
"HP","Notebook",15.6,1049088,8,"Windows 10",1.91,618.99,"Intel Core i5","AMD Radeon Graphics"," SSD",256,"ideal price"
"Lenovo","2 in 1 Convertible",13.9,2073600,8,"Windows 10",1.4,1599,"Intel Core i5","Intel UHD Graphics"," SSD",256,"expinsive"
"Lenovo","Notebook",14,1049088,4,"Windows 10",2.1,299,"Intel Celeron","Intel HD Graphics"," HDD",500,"inexpensive"
"Lenovo","Netbook",11.6,1049088,4,"Chrome OS",1.25,265,"Intel Celeron","Intel HD Graphics"," SSD",16,"inexpensive"
"Lenovo","Notebook",13.3,2073600,8,"Windows 10",1.44,949,"Intel Core i5","Intel HD Graphics"," SSD",256,"ideal price"
"Asus","Notebook",15.6,2073600,8,"Windows 10",2,1224,"Intel Core i7","Intel HD Graphics"," SSD&HDD",1256,"moderetly expensive"
"Acer","Notebook",15.6,2073600,4,"Windows 10",2.2,613,"Intel Core i5","Nvidia GeForce Graphics"," HDD",1000,"ideal price"
"HP","Ultrabook",13.3,2073600,8,"Windows 10",1.34,1323,"Intel Core i7","Intel HD Graphics"," SSD",512,"moderetly expensive"
"Lenovo","Gaming",15.6,2073600,8,"No OS",2.4,1149,"Intel Core i7","Nvidia GeForce Graphics"," SSD&HDD",1256,"moderetly expensive"
"Dell","Ultrabook",13.3,2073600,8,"Windows 10",1.29,899,"Intel Core i5","Intel HD Graphics"," SSD",128,"ideal price"
"Acer","Notebook",15.6,2073600,4,"Windows 10",2.2,639,"Intel Core i7","Nvidia GeForce Graphics"," HDD",500,"ideal price"
"Dell","Notebook",15.6,2073600,8,"Windows 10",2.18,836,"Intel Core i5","Intel HD Graphics"," HDD",1000,"ideal price"
"Dell","Notebook",15.6,2073600,16,"Windows 10",2.2,1219.24,"Intel Core i7","AMD Radeon Graphics"," SSD HDD",2256,"moderetly expensive"
"Xiaomi","Notebook",15.6,2073600,16,"No OS",1.95,1399.95,"Intel Core i7","Nvidia GeForce Graphics"," SSD",256,"moderetly expensive"
"Asus","Netbook",11.6,1049088,2,"Windows 10",1.1,245,"Intel Celeron","Intel HD Graphics"," Flash Storage",32,"inexpensive"
"HP","Notebook",15.6,1049088,4,"Windows 10",2.04,521.47,"Intel Core i5","Intel UHD Graphics"," HDD",1000,"ideal price"
"Asus","Gaming",15.6,2073600,24,"Windows 10",2.24,2968,"Intel Core i7","Nvidia GeForce Graphics"," SSD",512,"very expensive"
"HP","Notebook",15.6,2073600,8,"Windows 10",2.04,889,"Intel Core i5","Nvidia GeForce Graphics"," SSD",256,"ideal price"
"Asus","Gaming",17.3,2073600,16,"Windows 10",3,1504,"Intel Core i7","Nvidia GeForce Graphics"," SSD&HDD",1256,"expinsive"
"Lenovo","Gaming",15.6,2073600,8,"Windows 10",3.2,1399,"Intel Core i7","Nvidia GeForce Graphics"," SSD&HDD",1256,"moderetly expensive"
"HP","Ultrabook",13.3,2073600,8,"Windows 10",1.32,1399,"Intel Core i7","Intel HD Graphics"," SSD",256,"moderetly expensive"
"Dell","Notebook",14,2073600,8,"Windows 10",1.64,1279.73,"Intel Core i5","Intel HD Graphics"," SSD",256,"moderetly expensive"
"HP","Notebook",15.6,1049088,4,"Windows 10",1.63,689,"Intel Core i3","Intel HD Graphics"," SSD",128,"ideal price"
"Dell","Notebook",17.3,2073600,8,"Linux",2.8,889,"Intel Core i5","AMD Radeon Graphics"," SSD&HDD",1128,"ideal price"
"Lenovo","Notebook",14,2073600,8,"Windows 7",2.02,1340,"Intel Core i5","Intel HD Graphics"," SSD",256,"moderetly expensive"
"Lenovo","Notebook",15.6,2073600,4,"Windows 10",2.2,799,"Intel Core i7","Nvidia GeForce Graphics"," HDD",1000,"ideal price"
"Lenovo","Notebook",15.6,1049088,8,"No OS",2.2,459,"Intel Core i3","Nvidia GeForce Graphics"," HDD",2000,"inexpensive"
"Dell","Notebook",15.6,2073600,4,"Windows 10",2.3,585,"Intel Core i5","AMD Radeon Graphics"," HDD",500,"ideal price"
"Dell","Notebook",15.6,2073600,8,"Windows 10",1.9,1377,"Intel Core i5","Intel HD Graphics"," SSD",256,"moderetly expensive"
"Dell","Gaming",17.3,2073600,16,"Windows 10",4.42,3012.77,"Intel Core i7","Nvidia GeForce Graphics"," SSD&HDD",1128,"very expensive"
"Toshiba","Notebook",15.6,2073600,8,"Windows 10",2,860,"Intel Core i5","Intel HD Graphics"," HDD",500,"ideal price"
"Asus","Notebook",15.6,8294400,8,"Windows 10",2,1299,"Intel Core i7","Nvidia GeForce Graphics"," SSD&HDD",1256,"moderetly expensive"
"Mediacom","Notebook",13.3,2073600,4,"Windows 10",1.2,369,"Intel Celeron","Intel HD Graphics"," SSD",32,"inexpensive"
"Asus","Gaming",15.6,2073600,8,"Windows 10",2.3,1649,"Intel Core i5","Nvidia GeForce Graphics"," SSD&HDD",1128,"expinsive"
"Dell","Notebook",15.6,2073600,8,"Windows 10",1.93,1369,"Intel Core i7","Nvidia GeForce Graphics"," SSD",256,"moderetly expensive"
"Dell","Notebook",15.6,2073600,8,"Windows 10",2.2,797.41,"Intel Core i5","AMD Radeon Graphics"," SSD",256,"ideal price"
"HP","Notebook",15.6,2073600,4,"Windows 10",1.86,398.99,"Intel Pentium","Intel HD Graphics"," SSD",256,"inexpensive"
"HP","Gaming",17.3,2073600,12,"Windows 10",2.62,1799,"Intel Core i7","Nvidia GeForce Graphics"," HDD",1000,"expinsive"
"Lenovo","Notebook",14,2073600,8,"Windows 10",1.87,859,"Intel Core i7","Nvidia GeForce Graphics"," SSD",256,"ideal price"
"Dell","Ultrabook",13.3,5760000,8,"Windows 10",1.2,1399,"Intel Core i7","Intel UHD Graphics"," SSD",256,"moderetly expensive"
"Dell","Notebook",14,2073600,4,"Windows 10",1.6,735.87,"Intel Core i3","Intel HD Graphics"," SSD",128,"ideal price"
"HP","Ultrabook",13.3,5760000,8,"Windows 10",1.34,1145,"Intel Core i7","Intel HD Graphics"," SSD",256,"moderetly expensive"
"Acer","Gaming",15.6,2073600,8,"Linux",2.4,798,"Intel Core i5","Nvidia GeForce Graphics"," HDD",1000,"ideal price"
"Asus","Notebook",15.6,1049088,4,"Windows 10",2,349,"AMD E-Series","AMD Radeon Graphics"," HDD",500,"inexpensive"
"HP","Notebook",15.6,2073600,4,"Windows 10",2.1,705.5,"Intel Core i3","Intel HD Graphics"," SSD",128,"ideal price"
"Lenovo","Notebook",14,2073600,4,"Windows 10",1.87,785,"Intel Core i5","Intel HD Graphics"," HDD",500,"ideal price"
"Lenovo","Notebook",15.6,2073600,4,"No OS",2.15,462.35,"Intel Core i5","Intel HD Graphics"," HDD",1000,"inexpensive"
"HP","Notebook",15.6,2073600,4,"Windows 10",1.86,397,"Intel Core i3","Intel HD Graphics"," HDD",500,"inexpensive"
"Lenovo","Notebook",15.6,2073600,8,"Windows 10",1.99,1729,"Intel Core i7","Intel HD Graphics"," SSD",512,"expinsive"
"Lenovo","Notebook",15.6,2073600,4,"Windows 10",2.2,499,"Intel Core i3","Intel HD Graphics"," SSD",128,"inexpensive"
"Dell","Notebook",15.6,2073600,8,"Windows 10",1.9,1116.99,"Intel Core i5","Intel HD Graphics"," SSD",256,"moderetly expensive"
"Dell","Gaming",17.3,2073600,16,"Windows 10",4.42,2699,"Intel Core i7","Nvidia GeForce Graphics"," SSD&HDD",1256,"very expensive"
"HP","Notebook",17.3,1440000,8,"Windows 10",2.65,544.15,"Intel Core i3","Intel HD Graphics"," HDD",1000,"ideal price"
"HP","Notebook",17.3,2073600,8,"Windows 10",2.63,1280,"Intel Core i7","Nvidia GeForce Graphics"," HDD",1000,"moderetly expensive"
"Asus","Notebook",15.6,1049088,4,"Linux",2,224,"Intel Celeron","Intel HD Graphics"," HDD",500,"inexpensive"
"Mediacom","Notebook",13.3,2073600,4,"Windows 10",1.35,255,"Intel Atom x","Intel HD Graphics"," Flash Storage",32,"inexpensive"
"Lenovo","Notebook",17.3,1440000,6,"Windows 10",2.8,949,"Intel Core i7","Nvidia GeForce Graphics"," SSD&HDD",1128,"ideal price"
"HP","Notebook",15.6,2073600,6,"Windows 10",1.91,568.9,"AMD A-Series","AMD Radeon Graphics"," SSD",128,"ideal price"
"Dell","Notebook",15.6,1049088,4,"Windows 10",2.18,617.9,"Intel Core i3","AMD Radeon Graphics"," HDD",1000,"ideal price"
"Acer","2 in 1 Convertible",11.6,2073600,4,"Windows 10",1.25,349,"Intel Celeron","Intel HD Graphics"," Flash Storage",32,"inexpensive"
"Lenovo","Notebook",15.6,2073600,4,"Windows 10",2.05,630,"Intel Core i3","Intel HD Graphics"," SSD",128,"ideal price"
"HP","Ultrabook",13.3,5760000,16,"Windows 10",1.16,1965,"Intel Core M","Intel HD Graphics"," SSD",512,"expinsive"
"Lenovo","Notebook",17.3,2073600,8,"Windows 10",3.4,2999,"Intel Core i7","Nvidia Quadro"," SSD",256,"very expensive"
"Asus","Notebook",15.6,2073600,8,"Windows 10",2.5,839,"Intel Core i5","Nvidia GeForce Graphics"," SSD&HDD",1128,"ideal price"
"Dell","Ultrabook",13.3,8294400,8,"Windows 10",1.21,1599,"Intel Core i5","Intel UHD Graphics"," SSD",128,"expinsive"
"Dell","Notebook",15.6,1049088,4,"Windows 10",1.93,959,"Intel Core i5","Intel HD Graphics"," HDD",500,"ideal price"
"Fujitsu","Notebook",15.6,1049088,8,"Windows 10",2.2,739,"Intel Core i5","Intel HD Graphics"," HDD",1000,"ideal price"
"Lenovo","Notebook",15.6,2073600,4,"Windows 10",2.2,344,"Intel Pentium","Intel HD Graphics"," HDD",500,"inexpensive"
"Lenovo","Notebook",14,1049088,4,"Windows 10",2.02,990,"Intel Core i5","Intel HD Graphics"," HDD",500,"ideal price"
"HP","Workstation",17.3,1440000,8,"Windows 10",3.14,1860.99,"Intel Core i5","Nvidia Quadro"," HDD",500,"expinsive"
"HP","Notebook",14,1049088,8,"Windows 10",1.94,389,"Intel Pentium","Intel HD Graphics"," HDD",2000,"inexpensive"
"HP","Notebook",15.6,2073600,6,"Windows 10",1.95,649,"AMD A-Series","AMD Radeon Graphics"," SSD",256,"ideal price"
"Lenovo","Notebook",15.6,2073600,8,"Windows 10",2.3,830,"Intel Core i5","Intel HD Graphics"," SSD",256,"ideal price"
"Lenovo","Notebook",15.6,2073600,4,"Windows 10",2.05,685,"Intel Core i5","Intel HD Graphics"," HDD",500,"ideal price"
"Mediacom","Notebook",14,2073600,4,"Windows 10",1.4,249,"Intel Atom x","Intel HD Graphics"," SSD",32,"inexpensive"
"Toshiba","Ultrabook",14,2073600,16,"Windows 10",1.24,1865,"Intel Core i7","Intel HD Graphics"," SSD",512,"expinsive"
"Lenovo","Gaming",17.3,2073600,32,"Windows 10",4.6,2663,"Intel Core i7","Nvidia GeForce Graphics"," SSD&HDD",1256,"very expensive"
"MSI","Gaming",17.3,2073600,16,"Windows 10",4.14,2729,"Intel Core i7","Nvidia GeForce Graphics"," SSD&HDD",1512,"very expensive"
"Dell","Notebook",15.6,2073600,8,"Linux",2.2,749.01,"Intel Core i7","AMD Radeon Graphics"," SSD",256,"ideal price"
"Mediacom","Notebook",14,2073600,4,"Windows 10",1.45,389,"Intel Celeron","Intel HD Graphics"," SSD",32,"inexpensive"
"Dell","Notebook",15.6,1049088,8,"Windows 10",1.9,1008.52,"Intel Core i5","Intel HD Graphics"," HDD",500,"moderetly expensive"
"HP","Notebook",13.3,2073600,4,"Windows 10",1.49,719,"Intel Core i3","Intel HD Graphics"," SSD",128,"ideal price"
"Dell","Notebook",15.6,2073600,16,"Windows 10",1.93,1537.39,"Intel Core i7","Nvidia GeForce Graphics"," SSD",256,"expinsive"
"Dell","Netbook",11.6,1049088,4,"Chrome OS",1.26,295,"Intel Celeron","Intel HD Graphics"," Flash Storage",16,"inexpensive"
"MSI","Gaming",17.3,2073600,16,"Windows 10",4.5,2349,"Intel Core i7","Nvidia GeForce Graphics"," SSD&HDD",1128,"very expensive"
"HP","Gaming",17.3,2073600,16,"Windows 10",3.78,1498,"Intel Core i7","Nvidia GeForce Graphics"," SSD&HDD",1256,"moderetly expensive"
"Lenovo","Ultrabook",14,2073600,12,"Windows 10",1.4,1673,"Intel Core i7","Intel HD Graphics"," SSD",256,"expinsive"
